StockID,Actual_Slope_Angle,Predicted_Slope_Angle,Actual_Duration,Predicted_Duration
SOL.JO,89.17735,-89.21432,5.0,5.1774664
VOD.JO,87.68904,-82.21826,5.0,5.0807123
ABG.JO,89.76137,89.64485,5.0,5.031787
AGL.JO,89.8304,89.78199,5.0,4.9890637
AMS.JO,89.932915,89.83179,5.0,5.0066013
APN.JO,89.785805,89.68009,5.0,5.0031943
BTI.JO,86.96529,-89.624825,5.0,5.030986
BVT.JO,89.63382,89.22851,5.0,5.021757
CLS.JO,89.540985,89.403435,5.0,5.004487
CPI.JO,89.835144,89.57107,5.0,4.9852138
DSY.JO,89.73144,89.66812,5.0,5.058441
EXX.JO,89.765,89.7626,5.0,4.881712
FSR.JO,89.43635,89.289055,5.0,4.991514
GFI.JO,-89.69036,-89.75257,5.0,5.1337266
GLN.JO,88.93314,88.52928,5.0,4.915223
GRT.JO,87.143166,84.96819,5.0,5.151862
HAR.JO,-84.50593,-88.90712,5.0,5.160228
IMP.JO,89.41927,89.0923,5.0,5.0080175
INL.JO,89.67246,89.41594,5.0,4.99322
INP.JO,89.69421,89.455795,5.0,5.0078144
KIO.JO,-82.58253,-89.42912,5.0,5.0018415
MNP.JO,89.89571,89.858475,5.0,5.0036874
MRP.JO,89.798325,89.708206,5.0,4.9988575
MTN.JO,89.63656,89.526085,5.0,5.010992
NED.JO,89.676926,89.59892,5.0,4.9849057
NPN.JO,89.96582,89.9564,5.0,5.024818
NRP.JO,89.59677,89.29559,5.0,5.0228004
REM.JO,89.606834,89.52906,5.0,5.0035477
RLO.JO,-75.94463,-86.37668,5.0,5.1792393
SBK.JO,89.70744,89.6588,5.0,5.0423155
SHP.JO,89.62771,89.48838,5.0,5.003678
SLM.JO,89.25172,89.23117,5.0,5.0675726
SOL.JO,89.17735,-89.22062,5.0,5.118681
VOD.JO,87.68904,-85.29481,5.0,5.15432
ABG.JO,89.76137,89.62072,5.0,5.1440334
AGL.JO,89.8304,89.78166,5.0,4.950517
AMS.JO,89.932915,89.836655,5.0,5.0029707
APN.JO,89.785805,89.66306,5.0,5.0245867
BTI.JO,86.96529,-89.57894,5.0,5.0317564
BVT.JO,89.63382,89.111534,5.0,5.0468445
CLS.JO,89.540985,89.3176,5.0,5.0270147
CPI.JO,89.835144,88.50629,5.0,4.996847
DSY.JO,89.73144,89.64491,5.0,5.173335
EXX.JO,89.765,89.75332,5.0,4.9168615
FSR.JO,89.43635,89.23254,5.0,5.1641464
GFI.JO,-89.69036,-89.72877,5.0,5.0108614
GLN.JO,88.93314,88.44738,5.0,5.034036
GRT.JO,87.143166,84.6321,5.0,5.212535
HAR.JO,-84.50593,-88.6101,5.0,5.068363
IMP.JO,89.41927,89.083405,5.0,4.979444
INL.JO,89.67246,89.41942,5.0,5.264888
INP.JO,89.69421,89.46239,5.0,5.302155
KIO.JO,-82.58253,-89.37485,5.0,4.988459
MNP.JO,89.89571,89.85393,5.0,5.029812
MRP.JO,89.798325,89.68401,5.0,5.0223403
MTN.JO,89.63656,89.48502,5.0,5.0267196
NED.JO,89.676926,89.59974,5.0,5.0006733
NPN.JO,89.96582,89.95229,5.0,4.971211
NRP.JO,89.59677,89.2248,5.0,5.0773025
REM.JO,89.606834,89.49193,5.0,5.0307436
RLO.JO,-75.94463,-86.03721,5.0,5.1062527
SBK.JO,89.70744,89.62527,5.0,5.1650667
SHP.JO,89.62771,89.44145,5.0,5.02842
SLM.JO,89.25172,89.127335,5.0,5.141758
SOL.JO,89.17735,-88.97652,5.0,5.0723023
VOD.JO,87.68904,-84.35635,5.0,5.2009892
ABG.JO,89.33629,89.537605,5.0,5.1028037
AGL.JO,89.8573,89.09999,5.0,4.9596148
AMS.JO,89.75081,89.645294,5.0,5.017485
